"Vaccine","Geography Type","Geography","Survey Year/Influenza Season","Dimension Type","Dimension","Estimate (%)","95% CI (%)","Sample Size"
"Influenza","States","Tennessee","2012","Race and Ethnicity","Hispanic","48.1","33.5 to 62.9","68"
"Influenza","States","Tennessee","2020","Race and Ethnicity","White, Non-Hispanic","60.9","53.9 to 67.6","358"
"Influenza","States","Tennessee","2012","Race and Ethnicity","White, Non-Hispanic","47.4","42.1 to 52.8","538"
"Influenza","States","Tennessee","2012","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*","34"
"Influenza","States","Tennessee","2012","Age",">=18 Years","44.1","39.8 to 48.5","792"
"Influenza","National","United States","2022","Age","18-24 Years","45.1","43.0 to 47.2","5769"
"Influenza","National","United States","2022","Age","25-34 Years","56.8","55.7 to 57.9","17853"
"Influenza","National","United States","2022","Age",">=35 Years","62.5","60.7 to 64.3","6733"
"Influenza","National","United States","2022","Race and Ethnicity","White, Non-Hispanic","56.1","54.9 to 57.3","12992"
"Influenza","National","United States","2022","Race and Ethnicity","Black, Non-Hispanic","42.2","39.6 to 44.8","4336"
"Influenza","National","United States","2022","Race and Ethnicity","Hispanic","57.0","55.2 to 58.8","7097"
"Influenza","National","United States","2022","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","65.1","62.8 to 67.3","5814"
"Tdap","National","United States","2022","Age",">=18 Years","77.4","76.4 to 78.4","17719"
"Tdap","National","United States","2022","Age","18-24 Years","70.7","67.9 to 73.4","3135"
"Tdap","National","United States","2022","Age","25-34 Years","78.6","77.4 to 79.8","10519"
"Tdap","National","United States","2022","Age",">=35 Years","79.6","77.6 to 81.5","4065"
"Tdap","National","United States","2022","Race and Ethnicity","White, Non-Hispanic","78.8","77.5 to 80.1","8021"
"Tdap","National","United States","2022","Race and Ethnicity","Black, Non-Hispanic","67.0","63.6 to 70.3","2695"
"Tdap","National","United States","2022","Race and Ethnicity","Hispanic","76.8","74.4 to 79.1","3274"
"Tdap","National","United States","2022","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","79.5","76.9 to 81.9","3652"
"Influenza","National","United States","2022","Age",">=18 Years","55.8","54.9 to 56.7","30355"
"Influenza","National","United States","2012","Age",">=18 Years","47.4","46.6 to 48.2","31507"
"Influenza","States","Puerto Rico","2019","Age",">=18 Years","35.6","31.8 to 39.5","957"
"Influenza","States","Puerto Rico","2019","Age","18-24 Years","41.9","35.3 to 48.8","354"
"Influenza","States","Puerto Rico","2019","Age","25-34 Years","32.3","27.2 to 37.7","476"
"Influenza","States","Puerto Rico","2019","Age",">=35 Years","31.0","20.8 to 42.8","127"
"Influenza","States","Puerto Rico","2019","Race and Ethnicity","White, Non-Hispanic","NR*","NR*",
"Influenza","States","Puerto Rico","2019","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Influenza","States","Puerto Rico","2019","Race and Ethnicity","Hispanic","35.8","32.0 to 39.8","943"
"Influenza","States","Puerto Rico","2019","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*",
"Influenza","States","Puerto Rico","2018","Age",">=18 Years","31.0","27.2 to 35.0","913"
"Influenza","States","Puerto Rico","2018","Age","18-24 Years","38.7","32.1 to 45.6","352"
"Influenza","States","Puerto Rico","2018","Age","25-34 Years","29.9","24.5 to 35.8","425"
"Influenza","States","Puerto Rico","2018","Age",">=35 Years","17.1","10.0 to 26.4","136"
"Influenza","States","Puerto Rico","2018","Race and Ethnicity","White, Non-Hispanic","NR*","NR*",
"Influenza","States","Puerto Rico","2018","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Influenza","States","Puerto Rico","2018","Race and Ethnicity","Hispanic","30.7","26.9 to 34.7","894"
"Influenza","States","Puerto Rico","2017","Age",">=18 Years","25.0","21.6 to 28.7","981"
"Influenza","States","Puerto Rico","2017","Age","18-24 Years","30.5","24.5 to 37.0","362"
"Influenza","States","Puerto Rico","2017","Age","25-34 Years","21.7","17.3 to 26.6","494"
"Influenza","States","Puerto Rico","2017","Age",">=35 Years","20.7","12.0 to 31.9","125"
"Influenza","States","Puerto Rico","2017","Race and Ethnicity","White, Non-Hispanic","NR*","NR*",
"Influenza","States","Puerto Rico","2017","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Influenza","States","Puerto Rico","2017","Race and Ethnicity","Hispanic","25.2","21.7 to 28.9","948"
"Influenza","States","Puerto Rico","2017","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*",
"Influenza","States","Puerto Rico","2021","Age",">=18 Years","35.3","31.8 to 39.0","933"
"Influenza","States","Puerto Rico","2021","Age","18-24 Years","36.6","30.3 to 43.2","321"
"Influenza","States","Puerto Rico","2021","Age","25-34 Years","34.6","29.8 to 39.7","484"
"Influenza","States","Puerto Rico","2021","Age",">=35 Years","34.5","25.1 to 44.9","128"
"Influenza","States","Puerto Rico","2021","Race and Ethnicity","White, Non-Hispanic","NR*","NR*",
"Influenza","States","Puerto Rico","2021","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Influenza","States","Puerto Rico","2021","Race and Ethnicity","Hispanic","35.3","31.7 to 39.0","917"
"Influenza","States","Puerto Rico","2021","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*",
"Tdap","States","Montana","2017","Age",">=35 Years","72.1","64.0 to 79.2","147"
"Tdap","States","Montana","2018","Age",">=35 Years","69.3","59.8 to 77.7","112"
"Tdap","States","Montana","2019","Age",">=35 Years","75.0","66.5 to 82.3","126"
"Tdap","States","Montana","2020","Age",">=35 Years","69.3","58.9 to 78.4","111"
"Tdap","States","Montana","2018","Age","18-24 Years","75.5","68.5 to 81.7","183"
"Tdap","States","Montana","2019","Age","18-24 Years","75.8","67.3 to 83.0","139"
"Tdap","States","Montana","2020","Age","18-24 Years","76.9","67.8 to 84.5","159"
"Tdap","States","Montana","2017","Age","18-24 Years","70.1","62.8 to 76.7","185"
"Tdap","States","Montana","2017","Age",">=18 Years","72.9","69.8 to 75.8","860"
"Tdap","States","Montana","2018","Age",">=18 Years","77.3","74.1 to 80.3","741"
"Tdap","States","Montana","2020","Age",">=18 Years","78.5","74.7 to 82.0","642"
"Tdap","States","Montana","2019","Age",">=18 Years","79.1","75.8 to 82.1","668"
"Tdap","States","Montana","2017","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Tdap","States","Montana","2018","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Tdap","States","Montana","2018","Race and Ethnicity","White, Non-Hispanic","77.3","73.6 to 80.7","547"
"Tdap","States","Montana","2020","Race and Ethnicity","White, Non-Hispanic","79.1","74.6 to 83.1","385"
"Tdap","States","Montana","2019","Race and Ethnicity","White, Non-Hispanic","79.7","75.9 to 83.2","491"
"Influenza","States","Montana","2020","Age",">=18 Years","68.5","64.4 to 72.4","683"
"Tdap","States","Montana","2017","Age","25-34 Years","74.2","70.2 to 77.9","528"
"Tdap","States","Montana","2018","Age","25-34 Years","80.0","76.0 to 83.6","446"
"Tdap","States","Montana","2020","Age","25-34 Years","81.9","77.2 to 86.0","372"
"Tdap","States","Montana","2019","Age","25-34 Years","81.7","77.6 to 85.4","403"
"Tdap","States","Montana","2017","Race and Ethnicity","Hispanic","78.2","60.6 to 90.5","36"
"Tdap","States","Montana","2018","Race and Ethnicity","Hispanic","84.5","67.2 to 94.9","32"
"Tdap","States","Montana","2019","Race and Ethnicity","Hispanic","NR*","NR*","38"
"Tdap","States","Montana","2019","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Tdap","States","Montana","2020","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Tdap","States","Montana","2017","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","69.7","62.6 to 76.2","203"
"Tdap","States","Montana","2018","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","77.7","70.2 to 84.1","158"
"Tdap","States","Montana","2020","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","69.8","62.2 to 76.7","224"
"Tdap","States","Montana","2019","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","78.4","70.4 to 85.1","136"
"Tdap","States","Montana","2020","Race and Ethnicity","Hispanic","NR*","NR*","30"
"Tdap","States","Montana","2017","Race and Ethnicity","White, Non-Hispanic","73.0","69.3 to 76.5","616"
"Influenza","States","Montana","2022","Age",">=18 Years","49.3","45.5 to 53.1","930"
"Influenza","States","Montana","2022","Age",">=35 Years","47.9","39.7 to 56.2","179"
"Tdap","States","Montana","2022","Age",">=18 Years","73.5","70.0 to 76.8","892"
"Tdap","States","Montana","2022","Age",">=35 Years","69.5","61.3 to 76.9","175"
"Influenza","States","Montana","2022","Age","18-24 Years","42.2","33.4 to 51.4","226"
"Influenza","States","Montana","2022","Age","25-34 Years","51.9","47.0 to 56.8","525"
"Tdap","States","Montana","2022","Age","18-24 Years","75.8","67.4 to 82.9","215"
"Tdap","States","Montana","2022","Age","25-34 Years","74.3","69.6 to 78.6","502"
"Influenza","States","Montana","2022","Race and Ethnicity","White, Non-Hispanic","47.1","42.7 to 51.6","523"
"Influenza","States","Montana","2022","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Influenza","States","Montana","2022","Race and Ethnicity","Hispanic","NR*","NR*","55"
"Influenza","States","Montana","2022","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","61.3","54.4 to 67.9","348"
"Tdap","States","Montana","2022","Race and Ethnicity","White, Non-Hispanic","73.8","69.6 to 77.7","517"
"Tdap","States","Montana","2022","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Tdap","States","Montana","2022","Race and Ethnicity","Hispanic","83.1","66.6 to 93.6","52"
"Tdap","States","Montana","2022","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","69.4","62.7 to 75.6","319"
"Influenza","States","Montana","2019","Age",">=18 Years","65.1","61.5 to 68.6","715"
"Influenza","States","Montana","2019","Age","18-24 Years","68.4","60.0 to 76.0","155"
"Influenza","States","Montana","2019","Age","25-34 Years","63.1","58.3 to 67.7","426"
"Influenza","States","Montana","2019","Age",">=35 Years","67.3","58.7 to 75.1","134"
"Influenza","States","Montana","2019","Race and Ethnicity","White, Non-Hispanic","65.3","61.0 to 69.4","516"
"Influenza","States","Montana","2019","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Influenza","States","Montana","2019","Race and Ethnicity","Hispanic","NR*","NR*","40"
"Influenza","States","Montana","2019","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","64.3","55.9 to 72.1","155"
"Influenza","States","Montana","2018","Age",">=18 Years","62.3","58.8 to 65.7","789"
"Influenza","States","Montana","2018","Age","18-24 Years","57.6","50.2 to 64.8","195"
"Influenza","States","Montana","2018","Age","25-34 Years","65.2","60.8 to 69.5","480"
"Influenza","States","Montana","2018","Age",">=35 Years","57.9","48.3 to 67.1","114"
"Influenza","States","Montana","2018","Race and Ethnicity","White, Non-Hispanic","61.4","57.3 to 65.4","578"
"Influenza","States","Montana","2018","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Influenza","States","Montana","2018","Race and Ethnicity","Hispanic","NR*","NR*","34"
"Influenza","States","Montana","2018","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","68.3","60.5 to 75.4","173"
"Influenza","States","Montana","2017","Age",">=18 Years","62.8","59.6 to 65.9","915"
"Influenza","States","Montana","2017","Age","18-24 Years","56.9","49.5 to 64.1","201"
"Influenza","States","Montana","2017","Age","25-34 Years","64.3","60.2 to 68.3","558"
"Influenza","States","Montana","2017","Age",">=35 Years","65.5","57.3 to 73.1","156"
"Influenza","States","Montana","2017","Race and Ethnicity","White, Non-Hispanic","61.1","57.2 to 64.9","646"
"Influenza","States","Montana","2017","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Influenza","States","Montana","2017","Race and Ethnicity","Hispanic","68.7","52.3 to 82.3","41"
"Influenza","States","Montana","2017","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","68.9","62.2 to 75.0","223"
"Influenza","States","Montana","2020","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Influenza","States","Montana","2020","Age",">=35 Years","66.7","56.5 to 75.8","118"
"Influenza","States","Montana","2020","Age","25-34 Years","69.8","64.4 to 74.8","389"
"Influenza","States","Montana","2020","Age","18-24 Years","66.8","57.4 to 75.3","176"
"Influenza","States","Montana","2020","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","65.4","58.0 to 72.3","242"
"Influenza","States","Montana","2020","Race and Ethnicity","Hispanic","NR*","NR*","33"
"Influenza","States","Montana","2020","Race and Ethnicity","White, Non-Hispanic","70.9","66.1 to 75.3","404"
"Influenza","States","Wyoming","2015","Age",">=18 Years","56.3","51.1 to 61.4","547"
"Influenza","States","Wyoming","2015","Age","18-24 Years","53.9","44.2 to 63.4","164"
"Influenza","States","Wyoming","2021","Age",">=18 Years","56.2","50.4 to 61.9","436"
"Influenza","States","Wyoming","2021","Age","18-24 Years","48.9","37.2 to 60.7","112"
"Influenza","States","Wyoming","2021","Age","25-34 Years","61.2","53.8 to 68.3","267"
"Influenza","States","Wyoming","2021","Age",">=35 Years","NR*","NR*","57"
"Influenza","States","Wyoming","2013","Age",">=18 Years","50.1","45.1 to 55.1","597"
"Influenza","States","Wyoming","2013","Age","18-24 Years","37.4","28.9 to 46.5","195"
"Influenza","States","Wyoming","2013","Age","25-34 Years","57.5","50.9 to 63.9","339"
"Influenza","States","Wyoming","2013","Age",">=35 Years","NR*","NR*","63"
"Influenza","States","Wyoming","2013","Race and Ethnicity","White, Non-Hispanic","49.9","44.3 to 55.5","416"
"Influenza","States","Wyoming","2013","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Influenza","States","Wyoming","2013","Race and Ethnicity","Hispanic","NR*","NR*","58"
"Influenza","States","Wyoming","2013","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","66.0","50.7 to 79.2","117"
"Influenza","States","Wyoming","2014","Age",">=18 Years","50.0","45.2 to 54.8","609"
"Influenza","States","Wyoming","2014","Age","18-24 Years","48.1","38.9 to 57.4","184"
"Influenza","States","Wyoming","2014","Age","25-34 Years","50.6","44.5 to 56.7","364"
"Influenza","States","Wyoming","2014","Age",">=35 Years","51.8","36.8 to 66.6","61"
"Influenza","States","Wyoming","2021","Race and Ethnicity","White, Non-Hispanic","57.6","51.1 to 63.9","318"
"Influenza","States","Wyoming","2021","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Influenza","States","Wyoming","2021","Race and Ethnicity","Hispanic","NR*","NR*","48"
"Influenza","States","Wyoming","2021","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*","65"
"Influenza","States","Wyoming","2015","Age","25-34 Years","57.8","51.1 to 64.3","316"
"Influenza","States","Wyoming","2015","Age",">=35 Years","NR*","NR*","67"
"Influenza","States","Wyoming","2015","Race and Ethnicity","White, Non-Hispanic","53.7","48.0 to 59.4","402"
"Influenza","States","Wyoming","2015","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Influenza","States","Wyoming","2015","Race and Ethnicity","Hispanic","NR*","NR*","49"
"Influenza","States","Maine","2020","Age","18-24 Years","69.5","59.3 to 78.4","130"
"Influenza","States","Maine","2020","Age","25-34 Years","72.2","67.6 to 76.5","542"
"Influenza","States","Maine","2020","Age",">=35 Years","75.1","67.5 to 81.7","198"
"Influenza","States","Maine","2012","Age",">=35 Years","62.7","49.0 to 75.1","80"
"Influenza","States","Maine","2012","Age","25-34 Years","53.1","47.0 to 59.1","372"
"Influenza","States","Maine","2020","Race and Ethnicity","Hispanic","NR*","NR*",
"Influenza","States","Maine","2020","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","73.2","57.3 to 85.7","45"
"Influenza","States","Maine","2020","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*","36"
"Influenza","States","Maine","2012","Race and Ethnicity","Hispanic","NR*","NR*",
"Influenza","States","Maine","2012","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Influenza","States","Maine","2020","Race and Ethnicity","White, Non-Hispanic","73.1","69.3 to 76.7","769"
"Influenza","States","Maine","2012","Race and Ethnicity","White, Non-Hispanic","51.9","47.2 to 56.6","616"
"Influenza","States","Maine","2012","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*",
"Influenza","States","Maine","2020","Age",">=18 Years","72.4","68.8 to 75.8","870"
"Influenza","States","Maine","2012","Age","18-24 Years","49.0","40.6 to 57.5","202"
"Influenza","States","Maine","2012","Age",">=18 Years","53.0","48.4 to 57.5","654"
"Influenza","States","Wisconsin","2012","Age",">=18 Years","58.6","54.4 to 62.7","1402"
"Influenza","States","Wisconsin","2012","Race and Ethnicity","Hispanic","57.0","49.8 to 64.0","198"
"Influenza","States","Wisconsin","2020","Race and Ethnicity","Hispanic","68.1","61.9 to 73.8","318"
"Influenza","States","Wisconsin","2020","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","73.3","68.0 to 78.1","646"
"Influenza","States","Wisconsin","2012","Age","18-24 Years","52.4","44.1 to 60.6","488"
